Month,Day,Hour,SGP_ARM_Fixed_Tilt,SGP_ARM_Single-Axis,SGP_ARM_Dual-Axis,SGP_ARM_Vertical_Bifacial,SGP_NSRDB_Fixed_Tilt,SGP_NSRDB_Single-Axis,SGP_NSRDB_Dual-Axis,SGP_NSRDB_Vertical_Bifacial
4,13,15,48.72191651921451,45.19863335702373,47.09252031306496,49.99004528951081,518.0260209786355,683.9288246339943,723.4778110541396,447.59945869307523
4,13,16,38.621920821242185,35.87168277531045,33.72975407938062,39.641648116415055,407.7396574407992,606.7199164484089,640.3013798977611,501.023147974273
4,13,17,36.074633776805925,34.403345416974595,28.723230073948688,37.69536509548576,379.4947560722301,833.3333333333334,833.3333333333334,833.3333333333334
4,13,18,8.546383613380181,7.645527002114761,4.4982505399420845,8.754275403068512,-0.0,833.3333333333334,833.3333333333334,833.3333333333334
4,13,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,13,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,13,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,13,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,13,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,14,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,14,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,14,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,14,6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,14,7,78.49297819298988,285.8549946120639,329.05676522853156,314.7323539741238,-0.0,-0.0,-0.0,-0.0
4,14,8,340.87771921724,610.3042192489779,649.5448279097068,593.1841465972376,-0.0,-0.0,-0.0,-0.0
4,14,9,550.965348373167,723.7772960081319,759.5414208324304,614.5998106166204,-0.0,-0.0,-0.0,-0.0
4,14,10,693.5272469671575,740.514940005652,796.5936244085154,521.4754385473423,-0.0,-0.0,-0.0,-0.0
4,14,11,775.8276076218966,734.2547301721975,808.4763916557181,338.5287493973539,-0.0,-0.0,-0.0,-0.0
4,14,12,806.5298434986122,731.9565825578893,814.9876158228741,172.64812471983862,-0.0,-0.0,-0.0,-0.0
4,14,13,786.2669137869143,744.35446873827,818.790908580033,290.15847114722436,486.19298093693635,457.23694030007647,509.95543753375597,146.99451243008687
4,14,14,716.8816267342886,764.2536886377839,820.7533615348113,444.5084325164534,69.43471173907129,71.96295057170231,72.1207790045368,67.96564755322082
4,14,15,600.8255667113183,782.4543135389442,819.3242369173265,557.2635883608936,145.38276605155264,140.62077253586986,147.17707005026568,141.4874364598652
4,14,16,375.3928225907537,603.3307376873702,639.4921917330038,505.5565170451533,172.80397880308354,186.49794342173158,184.16998257593718,181.7120124271683
4,14,17,206.97479976162072,441.9217316624324,485.4926789913866,408.9075809774391,221.7089784653954,393.9162952868544,422.58746492505827,364.66205824631754
4,14,18,51.0228507619331,249.5986173595901,531.91670745386,181.22248749135022,43.71278837008776,828.3082160286676,833.3333333333334,329.6460975250809
4,14,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,14,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,14,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,14,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,14,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,15,7,84.04112997022793,310.76831383775834,356.3951091260988,340.4752890081672,-0.0,-0.0,-0.0,-0.0
4,15,8,336.827886061885,604.9197910572697,642.3695952610266,585.8198569238061,-0.0,-0.0,-0.0,-0.0
4,15,9,530.644820938665,698.2772182885327,731.4936120170167,591.144712823806,-0.0,-0.0,-0.0,-0.0
4,15,10,663.6373964588685,710.1015108704837,762.1614894252282,499.4687303765335,-0.0,-0.0,-0.0,-0.0
4,15,11,736.4120447849099,699.2353915647025,767.7708300028015,323.9696985378252,-0.0,-0.0,-0.0,-0.0
4,15,12,771.685147042919,703.0554987410038,780.266934581592,166.52735298139154,-0.0,-0.0,-0.0,-0.0
4,15,13,747.3732866836897,710.4970465499146,779.0304063024398,280.5535889911424,480.7422846354145,454.34854886058764,504.7663069520039,150.16642055056843
4,15,14,668.2490999478258,714.1863472537358,766.6581984670952,425.54090897043505,633.6384571459125,682.809376414623,736.7846402584203,353.28614016633105
4,15,15,509.97252980819144,644.5604627901488,679.4519855874875,491.08476460878074,620.1016148966729,825.8537497178978,833.3333333333334,534.1369407483089
4,15,16,382.2249847110837,624.9450502053579,661.4096896748616,521.4793222144075,501.87934097788684,833.3333333333334,833.3333333333334,669.6763161666724
4,15,17,191.4021404552489,440.5812320282757,485.22989657821114,401.1406592623822,277.2800022499268,833.3333333333334,833.3333333333334,730.0897209843192
4,15,18,44.65345740674731,410.81815461200785,609.7030758877013,209.25181825500852,64.37099025037598,346.3114108955116,829.5807397254731,259.08756891632584
4,15,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,16,6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,16,7,78.5786769312248,233.5862158458412,265.1208469308305,259.53987487185464,-0.0,-0.0,-0.0,-0.0
4,16,8,153.60245198762715,207.98643956896453,216.71932511894366,216.52828955572724,-0.0,-0.0,-0.0,-0.0
4,16,9,197.54437444689043,210.51204461558999,223.53270288234071,213.9015304959155,-0.0,-0.0,-0.0,-0.0
4,16,10,261.84110184277625,275.49324807646684,287.65510304571364,246.96632122191374,-0.0,-0.0,-0.0,-0.0
4,16,11,421.5203794248219,424.47742200409454,449.0369388534599,293.2832033252782,-0.0,-0.0,-0.0,-0.0
4,16,12,605.2040216276531,558.1635425532496,619.1166160089459,208.54007258994463,-0.0,-0.0,-0.0,-0.0
4,16,13,587.0015942273233,569.6336237184819,619.1118254665652,296.79419893699367,492.7852570529652,467.87279768742013,517.2339946672217,153.22869733457128
4,16,14,623.3102900820793,665.8603487474722,712.0931920151074,437.7733067256083,609.5625855173026,658.0843161218764,706.4949600769879,345.4540176104023
4,16,15,456.05221474549717,558.0127946395007,590.0173841815746,446.40410236912777,585.0014451385127,773.4857959813274,808.4657966235104,514.6854134784504
4,16,16,220.14986800808606,263.3922916205347,268.15726657366343,253.58829884767115,469.8955330340636,832.7777846755001,833.3333333333334,640.1654513181173
4,16,17,114.9811233787393,152.23796603568468,150.72416378973568,153.6683178713464,258.38089646899846,816.2062672931371,833.3333333333334,700.9327446357098
4,16,18,24.920277157282484,48.03474745642004,50.23037577453935,34.86210989396653,60.89826884978086,337.6855014548401,781.1375290121366,258.1672104729905
4,16,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,16,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,16,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,16,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,16,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,17,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,17,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,17,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,17,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,17,6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,17,7,62.17684013207162,203.2954473675397,231.3906474661465,224.28407552664368,-0.0,-0.0,-0.0,-0.0
4,17,8,288.90229887915206,510.36713951512775,543.3921596841798,498.48470750420546,-0.0,-0.0,-0.0,-0.0
4,17,9,453.47930678892567,591.2971556619864,622.2962547350579,511.2694871838742,-0.0,-0.0,-0.0,-0.0
4,17,10,526.8617940900313,564.3208124411367,605.3951025089206,422.5576829791846,-0.0,-0.0,-0.0,-0.0
4,17,11,706.1891126433854,675.7948219257806,738.9515344317468,346.4640279134888,-0.0,-0.0,-0.0,-0.0
4,17,12,677.748083183543,627.7157029975806,692.2826243027275,223.01885970531387,-0.0,-0.0,-0.0,-0.0
4,17,13,510.75016446956084,512.3585136432737,543.1480973608739,312.8897843690256,131.38292441289227,133.43220707242108,140.59340043646932,80.11727031860457
4,17,14,284.02226001825863,300.42217872724797,314.4806762597139,244.11736441254953,411.1426924376749,444.4044638653914,478.69281223291307,256.3010033287622
4,17,15,492.8067346242285,619.7676816709906,652.7088272968134,479.7045529711172,400.10464966840436,496.2888110699144,524.7623948052378,367.782744103751
4,17,16,322.53789057220035,477.40984550404414,501.06628436291265,415.756441968514,346.2756828309309,496.5256523768623,519.3178633487335,421.1031646501401
4,17,17,196.65703756544872,533.4722411296702,591.9185644514362,474.5708964655581,314.78901158743287,786.3166100874002,833.3333333333334,716.6839740903866
4,17,18,39.4985385675626,149.95120322451677,190.84566319507312,86.548418905485,-0.0,833.3333333333334,833.3333333333334,833.3333333333334
4,17,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,17,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,17,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,17,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,17,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,18,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,18,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,18,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,18,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,18,6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,18,7,48.820706110448256,153.0459329481041,174.12546669447,169.79486052814522,-0.0,-0.0,-0.0,-0.0
4,18,8,239.88773510701432,395.5880524686138,420.84086102708034,394.43999071214836,-0.0,-0.0,-0.0,-0.0
